1240,3.62,0
1090,3.28,0
1390,3.70,1
1070,3.24,0
1230,3.71,0
1590,3.73,0
1580,3.71,0
900,2.99,0
830,2.32,0
910,3.69,0
1350,3.56,1
1190,3.72,1
860,3.42,0
740,2.44,0
1330,3.82,1
1200,3.89,0
1120,2.54,0
1180,3.03,0
1100,3.10,0
1150,3.86,0
1140,3.03,0
1450,3.41,0
1000,3.65,0
1200,3.45,0
1070,2.94,0
1140,3.97,0
1110,3.55,1
1160,2.80,0
1340,3.42,0
1160,3.69,0
1350,2.69,0
1480,3.36,0
1330,3.94,1
1320,3.68,0
1170,3.64,0
1400,3.30,0
830,3.66,0
1390,3.75,1
1260,3.85,1
1350,3.75,1
1200,3.46,0
780,2.93,0
1530,3.98,0
1490,3.59,0
1180,3.85,0
1200,3.63,1
740,3.03,0
1450,3.11,0
1190,3.50,0
1510,3.82,1
1260,3.22,0
1210,3.32,0
970,3.65,0
1170,3.62,1
690,2.57,0
910,3.16,0
1200,3.69,1
1190,3.38,0
1110,3.20,0
1010,3.73,0
1580,3.73,1
1160,3.74,0
1560,3.90,0
1290,3.56,0
1340,3.48,0
1450,3.99,1
1180,3.57,0
810,2.13,0
1010,3.15,0
1520,3.99,1
1190,3.23,0
1380,3.17,0
1470,3.73,1
1250,3.54,1
1260,2.86,0
1330,3.39,0
990,3.99,0
1090,3.38,0
1290,3.72,1
1190,3.93,0
1080,3.45,0
1170,3.72,0
1330,3.94,0
1410,3.79,1
1170,3.98,0
840,2.89,0
1410,3.92,1
800,2.79,0
1440,3.54,0
1130,3.71,0
1170,3.45,0
1160,3.43,1
1100,3.42,0
1160,3.28,0
1000,3.40,0
740,2.17,0
790,2.47,0
1240,3.53,1
660,2.81,0
1150,4.02,0
1210,3.19,0
970,2.54,0
1300,3.61,0
1470,3.70,0
1280,3.92,0
740,2.88,0
990,3.14,0
1370,3.53,0
1240,3.81,0
1260,3.80,1
1310,3.34,0
1080,3.50,1
1030,3.72,0
1330,3.88,1
1060,3.35,0
1110,3.58,0
1300,3.22,0
1110,2.54,0
1380,3.91,1
770,2.35,0
1130,3.87,0
950,3.76,0
1470,3.99,1
1100,3.34,0
1050,3.39,0
730,3.91,0
950,3.89,0
960,2.30,0
950,2.90,0
1190,3.56,0
1280,3.90,0
960,3.20,0
1270,3.47,0
1090,2.87,0
1420,3.73,1
1520,3.83,0
