1340,3.66,0
1130,3.42,1
1050,3.01,0
1050,3.76,0
1210,3.54,0
1560,3.90,0
930,3.39,0
1260,3.75,1
1380,3.98,1
1130,2.85,0
950,2.78,0
1210,3.66,1
1090,3.63,0
1310,3.95,0
1360,3.79,1
1400,3.98,1
1150,3.90,0
980,2.87,0
1120,2.64,0
1050,2.51,0
1170,2.96,0
1320,3.25,0
930,3.32,0
960,2.66,0
1530,3.70,1
1130,3.86,0
1190,3.38,0
1440,3.98,1
1120,3.04,0
1320,3.21,0
1340,3.79,1
990,3.09,0
770,2.42,0
1360,3.54,0
1000,2.99,0
1430,3.54,0
1230,3.38,0
1020,3.30,0
1230,3.65,0
1110,2.98,0
1380,4.00,1
1230,3.63,1
1340,3.92,1
1210,3.18,0
1150,2.86,0
1050,2.66,0
1240,3.84,0
1150,3.27,0
820,2.65,0
1330,3.83,1
1090,3.79,0
1020,3.44,0
1100,2.30,0
1170,2.91,0
1080,3.10,0
1060,3.08,0
1290,3.00,0
1100,3.57,0
1250,3.52,0
1430,3.80,1
1010,3.83,0
1210,4.00,0
1300,3.79,0
1040,3.89,0
1440,3.64,0
1080,2.42,0
1190,2.37,0
900,3.04,0
1420,3.76,1
1110,2.86,0
1340,3.52,0
790,2.47,0
1050,2.81,0
990,2.85,0
1140,3.47,0
1240,3.75,1
1030,3.62,0
860,2.62,0
1490,3.49,0
740,2.80,0
1270,3.58,0
890,2.83,0
1110,3.09,0
1140,2.34,0
950,2.03,0
1370,3.49,0
1290,3.93,1
1080,3.22,0
1100,3.99,0
920,3.99,0
880,3.17,0
1160,3.77,0
1090,3.06,0
1120,3.82,0
1170,2.39,0
730,2.93,0
950,2.17,0
780,4.00,0
990,2.79,0
1050,2.93,0
1320,3.84,0
1250,3.68,1
1130,3.92,0
730,2.73,0
1450,3.98,1
970,3.06,0
1490,3.82,0
1190,4.00,0
1180,3.22,0
1580,3.60,0
1130,2.98,0
1360,3.73,1
760,2.79,0
1320,3.89,1
940,3.18,0
1350,4.02,0
1180,3.35,0
1230,3.43,0
790,3.99,0
1150,3.32,0
1020,3.14,0
1160,3.47,1
1320,3.08,0
820,2.70,0
950,3.33,0
1340,3.98,1
1040,2.87,0
1330,3.88,0
1140,3.79,0
950,3.13,0
1380,3.88,1
1210,3.69,0
1300,4.00,0
1210,3.85,1
890,2.73,0
1240,3.33,0
1070,3.31,0
950,2.50,0
940,3.60,0
1130,3.40,0
1160,3.70,0
1510,3.80,0
1470,3.93,0
1390,3.94,0
1000,3.24,0
1180,3.59,1
850,3.99,0
1210,3.06,0
1250,3.60,1
1380,3.61,0
950,2.65,0
1500,3.98,0
1300,3.58,0
1400,3.62,0
1530,3.99,1
1580,3.26,0
1370,3.59,1
780,2.98,0
1280,3.46,0
730,2.86,0
910,2.82,0
1380,3.86,1
1490,3.14,0
1360,3.87,1
990,3.03,0
890,3.14,0
1100,2.55,0
1330,2.93,0
1070,3.75,0
1340,3.26,0
1040,2.56,0
1290,3.73,1
930,2.96,0
1310,3.01,0
1280,3.53,1
1380,3.85,0
1090,3.87,0
1470,3.61,0
1340,3.61,0
1260,3.98,1
1190,3.90,0
1220,3.84,0
1310,3.84,0
1210,3.48,0
800,3.60,0
1140,3.04,0
1460,3.79,1
1020,3.21,0
1170,3.01,0
1340,3.71,0
1400,4.02,0
1440,3.76,1
1320,3.74,0
1030,3.71,0
1080,3.58,0
860,3.00,0
740,2.91,0
1260,3.58,1
860,2.90,0
1250,3.23,0
1270,3.00,0
1260,3.95,0
1470,3.72,0
1010,2.72,0
1110,3.17,0
940,2.95,0
1070,3.67,0
930,3.50,0
1020,3.99,0
1090,2.65,0
1170,3.43,0
1330,4.01,0
930,3.44,0
900,2.88,0
1070,3.80,0
940,3.91,0
1120,3.47,0
930,3.56,0
900,2.23,0
1160,3.65,0
1150,3.98,0
1230,3.69,0
1230,3.42,1
950,3.76,0
1270,3.79,0
1480,3.99,1
1440,3.41,0
1010,3.48,0
780,3.36,0
920,3.03,0
680,3.90,0
930,3.99,0
1490,3.85,1
1380,3.75,1
1240,3.95,0
1390,3.66,0
1050,3.57,0
1260,4.00,0
1150,3.84,0
1070,2.47,0
1280,3.41,0
1430,3.72,0
1420,3.89,1
1570,3.71,1
710,3.08,0
1060,3.38,0
1250,3.63,0
1410,3.55,0
1080,3.98,0
1190,3.51,0
1120,3.53,1
1360,3.59,1
1300,3.24,0
1220,3.94,0
1200,3.27,0
1260,3.41,0
1250,3.68,0
1270,3.24,0
970,3.68,0
1300,3.48,0
1200,3.60,1
1280,3.53,0
1220,3.41,1
1350,3.88,0
1090,3.28,0
1110,3.26,0
710,2.32,0
1370,4.02,0
1280,3.92,1
1170,3.98,0
1040,3.09,0
1110,3.92,0
1480,3.86,0
1580,3.74,1
960,2.50,0
940,2.87,0
1410,3.20,0
1490,3.83,1
1360,3.43,0
1120,3.54,0
1090,2.95,0
1120,2.92,0
970,2.95,0
1290,3.78,1
1150,3.78,1
1200,3.10,0
880,2.89,0
1170,3.83,0
1010,3.08,0
1420,3.78,0
950,3.49,0
1060,2.54,0
810,2.07,0
1140,2.89,0
1340,3.45,0
1250,3.37,0
910,3.37,0
1130,3.12,0
1470,3.74,1
1230,3.20,0
1030,3.50,0
1160,3.58,0
670,2.50,0
1140,3.71,0
1420,4.02,0
1320,3.35,0
1520,3.98,0
1030,2.92,0
1410,3.81,1
1360,3.60,0
1220,3.13,0
1320,3.46,0
1200,3.72,1
1110,3.36,0
1200,2.31,0
1380,3.27,0
1250,3.79,0
1400,3.66,0
1270,3.64,0
790,2.16,0
1010,3.99,0
1290,3.29,0
1160,3.51,0
1140,2.16,0
990,2.93,0
1160,2.68,0
1490,3.86,0
1300,3.41,0
950,3.99,0
860,3.20,0
1370,3.29,0
1130,3.27,0
1280,3.90,0
1070,3.53,0
1130,3.22,0
900,3.74,0
1370,3.92,0
1270,3.69,0
1370,3.11,0
840,2.25,0
1280,3.75,1
860,2.38,0
970,2.39,0
1310,3.21,0
1150,3.46,1
1210,3.43,0
1000,3.15,0
1200,2.87,0
1090,2.56,0
1210,3.80,0
1350,2.99,0
880,3.50,0
1230,3.48,0
1300,3.69,0
1570,3.70,0
1200,3.22,0
1220,3.89,1
1110,3.29,0
1210,3.38,0
900,3.92,0
730,2.34,0
1100,3.16,0
1000,3.78,0
1040,3.14,0
1440,3.78,0
1240,2.35,0
1180,3.28,0
930,2.69,0
850,2.34,0
1220,3.89,0
1280,3.99,1
1240,3.15,0
880,2.99,0
1050,3.84,0
680,2.16,0
1200,3.58,0
1460,3.74,1
980,3.28,0
1020,2.38,0
1050,3.51,0
1540,3.92,1
1180,3.58,0
1140,3.62,0
1190,3.95,0
970,3.01,0
1220,3.27,0
1270,3.80,1
1340,3.79,0
1140,3.78,1
1580,3.71,0
1130,2.74,0
1140,2.73,0
960,3.29,0
700,3.15,0
1420,3.84,0
1040,3.30,0
910,3.16,0
1200,3.84,0
1170,2.36,0
1360,3.70,0
1280,3.84,0
1180,3.64,0
1030,2.74,0
1480,3.99,0
1270,3.29,0
1240,3.02,0
1450,3.91,0
650,2.36,0
1150,2.98,0
1380,3.74,0
670,2.25,0
1570,3.99,1
1320,3.69,0
1040,1.99,0
1070,2.65,0
850,2.51,0
1220,3.79,1
1000,2.21,0
1020,2.57,0
980,3.99,0
1350,3.94,0
1200,3.64,0
1240,3.90,0
820,2.36,0
720,2.11,0
1160,3.17,0
650,3.31,0
1320,3.58,0
1170,3.91,0
1290,3.55,1
710,2.00,0
950,2.40,0
1130,2.16,0
1320,3.34,0
1330,3.01,0
910,2.31,0
1110,3.70,0
1110,2.76,0
1210,3.74,0
1310,3.90,0
1150,3.40,0
900,2.94,0
1170,2.69,0
910,3.52,0
1530,3.83,0
1040,3.43,0
1230,3.61,0
1250,3.58,0
1070,2.76,0
1360,3.97,1
1190,3.69,0
1130,2.64,0
750,2.40,0
1280,3.56,1
1290,3.86,1
1260,3.84,0
1250,3.73,0
1130,3.99,0
1030,2.28,0
870,3.99,0
1280,3.95,0
790,3.50,0
820,2.89,0
1260,2.94,0
1320,3.53,0
790,2.69,0
1100,3.44,0
1220,3.85,1
920,2.10,0
1190,3.43,0
1250,2.84,0
1230,3.15,0
1030,2.37,0
740,2.20,0
890,3.99,0
1320,3.98,1
800,3.23,0
1090,3.75,0
1200,3.67,1
1000,3.32,0
850,3.12,0
1240,4.00,0
1350,3.83,1
760,2.21,0
1410,3.87,1
1430,3.42,0
1120,3.75,0
1230,3.54,0
1270,3.74,0
1360,4.00,1
1300,3.62,0
1380,3.44,0
1060,3.23,0
1400,3.77,1
1300,3.53,0
1300,3.12,0
1310,3.43,0
1140,3.40,1
1400,3.89,0
1390,3.57,0
1130,3.32,0
1010,2.99,0
1530,3.70,0
1400,3.80,0
1050,3.67,0
1420,3.98,1
1420,3.93,0
1450,3.73,0
1230,3.69,1
1510,3.04,0
1050,3.89,0
700,2.55,0
880,2.16,0
1380,3.81,1
1220,3.74,1
980,3.77,0
1360,3.83,0
1580,3.99,1
1280,4.00,0
870,3.10,0
1440,4.00,1
1250,3.47,0
1420,3.20,0
1250,3.80,1
970,2.80,0
1090,3.70,0
720,2.72,0
1430,3.90,0
1060,3.99,0
1110,3.62,0
1010,3.60,0
1330,3.34,0
1170,2.52,0
1190,2.87,0
890,2.67,0
1080,3.42,0
1230,3.90,1
1260,3.90,0
830,2.51,0
1060,3.15,0
1160,3.08,0
870,2.38,0
1520,3.99,1
1060,2.76,0
1160,3.22,0
960,3.18,0
890,3.43,0
1220,3.32,0
1180,3.15,0
730,3.18,0
1320,3.79,0
1450,4.00,0
780,2.48,0
1200,3.32,0
920,2.86,0
1070,2.98,0
1140,3.53,0
1130,3.54,1
1490,3.99,1
1410,3.72,0
940,3.69,0
980,2.11,0
1450,3.38,0
900,2.75,0
1330,3.94,0
1420,3.72,1
1320,3.63,0
1230,3.77,0
970,3.36,0
1540,3.99,0
1140,3.15,0
1040,3.21,0
1180,3.23,0
910,2.99,0
1300,3.74,0
990,3.67,0
1040,2.81,0
950,3.04,0
900,3.29,0
1360,3.93,1
1570,3.62,0
1310,3.85,1
1240,3.26,0
1300,3.99,1
1190,3.76,0
1090,3.34,0
1340,3.72,1
